10 (Santa Monica Freeway)
34.011439,-118.494453
34.012039,-118.493171
34.012466,-118.492312
34.012537,-118.490295
34.015098,-118.485489
34.017268,-118.482056
34.021003,-118.47755
34.02303,-118.474674
34.027618,-118.456607
34.027796,-118.454161
34.027796,-118.451929
34.028365,-118.449054
34.029504,-118.444977
34.030606,-118.438926
34.03178,-118.429699
34.03178,-118.426909
34.031815,-118.415151
34.03146,-118.413177
34.03057,-118.410773
34.03025,-118.409443
34.029148,-118.396697
34.029219,-118.395195
34.029504,-118.393822
34.02993,-118.392663
34.036154,-118.38202
34.036652,-118.38099
34.036936,-118.37996
34.037043,-118.378758
34.036794,-118.376441
34.034056,-118.363137
34.033914,-118.362021
34.033842,-118.360863
34.035407,-118.328762
34.035478,-118.327045
34.037008,-118.316059
34.037221,-118.312325
34.036972,-118.28619
34.037221,-118.283787
34.038181,-118.278551
34.038323,-118.274088
34.037683,-118.271856
34.035656,-118.268809
34.0321,-118.262329
34.030855,-118.258638
34.025876,-118.249025
34.024631,-118.246665
34.023991,-118.244562
34.023777,-118.242502
34.024311,-118.240228
34.027618,-118.232203
34.028934,-118.227825
34.029326,-118.225894
34.030037,-118.22422
34.032704,-118.222246
34.038572,-118.219757
34.040706,-118.218727
34.046005,-118.215337
34.047783,-118.214478
34.049632,-118.214135
34.051623,-118.214006
34.053472,-118.213706
34.054396,-118.212419
34.053827,-118.207183
34.053827,-118.20508
34.055392,-118.1989
34.055605,-118.193107
34.055463,-118.18624
34.055961,-118.184094
34.060689,-118.173409
